trip_id,distance_km,traffic_density,weather_impact,day_of_week,hour_of_day,actual_time_mins,timestamp,avg_speed_kmh
2414,82.46,3,1.4,2,1,141.49,2026-05-13 14:51:57,34.96784225033571
2415,16.69,7,1.1,6,10,77.16,2026-05-13 14:51:57,12.97822706065319
2416,85.62,6,1.2,6,17,166.6,2026-05-13 14:51:57,30.835534213685477
2417,114.2,4,1.5,0,11,198.44,2026-05-13 14:51:57,34.52932876436203
2418,55.02,3,1.8,2,2,120.29,2026-05-13 14:51:57,27.44367777870147
2419,63.22,2,1.3,1,1,111.47,2026-05-13 14:51:57,34.02888669597201
2420,37.7,2,1.7,5,13,82.78,2026-05-13 14:51:57,27.325440927760333
2421,68.46,8,1.8,4,23,165.05,2026-05-13 14:51:57,24.887003938200543
2422,51.67,2,1.3,0,18,107.93,2026-05-13 14:51:57,28.724173075141294
2423,79.84,7,1.3,5,9,173.5,2026-05-13 14:51:57,27.610374639769454
2424,140.58,7,1.7,5,18,236.66,2026-05-13 14:51:57,35.64100397194287
2425,88.03,3,1.9,5,15,160.48,2026-05-13 14:51:57,32.91251246261216
2426,98.54,10,1.5,2,19,210.41,2026-05-13 14:51:57,28.099424932275085
2427,98.02,3,1.5,4,12,164.38,2026-05-13 14:51:57,35.778075191629156
2428,12.38,8,1.1,1,0,78.6,2026-05-13 14:51:57,9.450381679389315
2429,103.9,8,1.0,1,5,202.66,2026-05-13 14:51:57,30.760880292114873
2430,127.58,3,1.3,0,7,193.44,2026-05-13 14:51:57,39.57196029776675
2431,106.7,7,1.9,4,9,211.4,2026-05-13 14:51:57,30.283822138126773
2432,71.08,2,2.0,1,12,135.11,2026-05-13 14:51:57,31.56539116275627
2433,55.13,10,1.9,6,5,167.03,2026-05-13 14:51:57,19.80362809076214
2434,108.15,1,1.5,3,21,174.14,2026-05-13 14:51:57,37.263121626277716
2435,18.92,8,1.5,3,12,109.1,2026-05-13 14:51:57,10.405132905591202
2436,58.57,1,1.1,6,0,106.39,2026-05-13 14:51:57,33.03129993420434
2437,42.22,9,1.5,5,0,131.47,2026-05-13 14:51:57,19.26827413098045
2438,61.9,7,1.1,2,16,141.52,2026-05-13 14:51:57,26.243640474844543
2439,8.12,4,1.8,2,11,68.48,2026-05-13 14:51:57,7.114485981308411
2440,14.04,3,1.1,0,12,57.99,2026-05-13 14:51:57,14.526642524573202
2441,79.52,8,1.2,4,5,176.87,2026-05-13 14:51:57,26.975744897382256
2442,26.75,2,1.7,2,1,72.68,2026-05-13 14:51:57,22.083104017611447
2443,62.44,1,1.2,0,2,115.75,2026-05-13 14:51:57,32.36630669546436
2444,87.49,3,1.4,1,15,143.54,2026-05-13 14:51:57,36.5709906646231
2445,83.67,9,1.7,5,18,195.05,2026-05-13 14:51:57,25.738015893360675
2446,6.74,4,1.9,4,10,77.56,2026-05-13 14:51:57,5.214027849406911
2447,128.21,9,1.1,6,6,235.76,2026-05-13 14:51:57,32.62894468951477
2448,71.87,5,1.2,3,13,133.7,2026-05-13 14:51:57,32.25280478683621
2449,122.46,4,1.9,0,23,214.52,2026-05-13 14:51:57,34.25135185530486
2450,122.45,10,1.3,6,17,237.41,2026-05-13 14:51:57,30.946463923170885
2451,120.23,3,1.7,5,3,200.33,2026-05-13 14:51:57,36.009584186092944
2452,18.98,4,1.0,4,17,75.69,2026-05-13 14:51:57,15.045580657946887
2453,34.37,5,1.8,3,10,106.73,2026-05-13 14:51:57,19.3216527686686
2454,140.62,8,1.5,3,0,247.26,2026-05-13 14:51:57,34.12278573161854
2455,17.55,6,1.1,6,11,87.0,2026-05-13 14:51:57,12.10344827586207
2456,74.25,4,1.5,1,7,150.76,2026-05-13 14:51:57,29.55027858848501
2457,108.26,3,1.9,1,5,185.46,2026-05-13 14:51:57,35.024263992235525
2458,68.74,9,2.0,6,15,171.7,2026-05-13 14:51:57,24.02096680256261
2459,75.28,3,1.8,5,5,140.44,2026-05-13 14:51:57,32.16177727143264
2460,55.37,9,1.3,5,6,139.79,2026-05-13 14:51:57,23.765648472709064
2461,105.19,1,1.7,0,1,162.52,2026-05-13 14:51:57,38.83460497169579
2462,45.31,6,1.3,6,4,115.23,2026-05-13 14:51:57,23.592814371257486
2463,22.75,10,1.2,0,21,118.45,2026-05-13 14:51:57,11.523849725622625
2464,54.26,3,1.2,4,15,103.14,2026-05-13 14:51:57,31.56486329261198
2465,139.68,2,1.4,0,10,203.58,2026-05-13 14:51:57,41.16710875331565
2466,132.73,9,1.4,6,23,240.38,2026-05-13 14:51:57,33.13004409684666
2467,60.42,9,1.7,2,10,161.14,2026-05-13 14:51:57,22.49720739729428
2468,15.15,4,1.0,0,2,70.7,2026-05-13 14:51:57,12.857142857142856
2469,95.59,2,1.1,5,12,158.54,2026-05-13 14:51:57,36.176359278415546
2470,101.17,6,1.3,4,22,190.32,2026-05-13 14:51:57,31.894703656998743
2471,43.56,3,1.3,2,10,90.61,2026-05-13 14:51:57,28.84449839973513
2472,68.47,6,1.4,0,7,139.75,2026-05-13 14:51:57,29.396779964221825
2473,7.55,3,1.1,4,12,58.94,2026-05-13 14:51:57,7.685782151340346
2474,109.23,1,1.5,6,11,172.56,2026-05-13 14:51:57,37.979833101529906
2475,35.91,3,1.3,3,12,98.35,2026-05-13 14:51:57,21.907473309608537
2476,108.5,7,1.9,3,22,208.46,2026-05-13 14:51:57,31.229012760241773
2477,46.35,7,1.9,0,12,123.55,2026-05-13 14:51:57,22.509105625252936
2478,144.3,3,1.2,4,0,210.55,2026-05-13 14:51:57,41.12087390168606
2479,132.36,8,1.5,4,20,235.26,2026-05-13 14:51:57,33.75669472073451
2480,54.85,1,1.3,1,18,91.73,2026-05-13 14:51:57,35.877030415349395
2481,54.39,5,1.1,1,18,112.6,2026-05-13 14:51:57,28.9822380106572
2482,52.26,5,1.6,5,3,123.22,2026-05-13 14:51:57,25.44716766758643
2483,50.25,8,1.0,3,4,126.61,2026-05-13 14:51:57,23.813284890608955
2484,56.93,6,1.3,6,20,135.52,2026-05-13 14:51:57,25.205135773317586
2485,115.45,8,1.6,4,0,213.59,2026-05-13 14:51:57,32.43129359988764
2486,63.69,9,1.2,6,22,152.51,2026-05-13 14:51:57,25.05671759228903
2487,104.82,6,1.0,0,2,175.69,2026-05-13 14:51:57,35.79714269451875
2488,108.95,10,1.2,1,19,222.53,2026-05-13 14:51:57,29.375814496921766
2489,28.67,6,1.3,1,5,104.59,2026-05-13 14:51:57,16.44707907065685
2490,63.98,4,1.5,6,11,125.67,2026-05-13 14:51:57,30.546669849606108
2491,57.74,7,1.3,6,1,134.7,2026-05-13 14:51:57,25.719376391982188
2492,107.66,9,1.3,3,18,208.21,2026-05-13 14:51:57,31.02444647231161
2493,12.68,4,1.8,0,3,75.76,2026-05-13 14:51:57,10.04223864836325
2494,13.93,9,1.9,0,3,106.73,2026-05-13 14:51:57,7.83097535838096
2495,135.21,3,1.1,6,23,210.81,2026-05-13 14:51:57,38.48299416536218
2496,122.07,3,1.4,1,7,184.91,2026-05-13 14:51:57,39.60953977610729
2497,149.85,10,1.5,6,8,258.87,2026-05-13 14:51:57,34.73171862324719
2498,10.61,5,1.8,3,20,86.93,2026-05-13 14:51:57,7.323133555734498
2499,26.14,6,1.6,3,16,98.0,2026-05-13 14:51:57,16.00408163265306
2500,72.9,4,1.3,4,3,135.65,2026-05-13 14:51:57,32.24474751197936
2501,120.47,6,1.6,0,8,220.84,2026-05-13 14:51:57,32.73048360804202
2502,62.92,10,1.2,5,4,151.52,2026-05-13 14:51:57,24.915522703273492
2503,104.0,1,1.4,0,15,161.83,2026-05-13 14:51:57,38.55898164740777
2504,88.48,8,1.3,3,14,189.07,2026-05-13 14:51:57,28.078489448352464
2505,55.01,2,1.8,0,10,122.89,2026-05-13 14:51:57,26.858165839368542
2506,51.07,8,1.2,0,13,136.09,2026-05-13 14:51:57,22.515982070688516
2507,65.03,10,1.7,4,8,177.66,2026-05-13 14:51:57,21.962174940898347
2508,12.27,1,1.6,2,7,47.8,2026-05-13 14:51:57,15.401673640167363
2509,143.12,8,2.0,4,3,252.55,2026-05-13 14:51:57,34.00197980597902
2510,128.13,7,1.4,6,13,223.42,2026-05-13 14:51:57,34.40963208307224
2511,30.47,4,1.9,5,12,98.93,2026-05-13 14:51:57,18.479733144647728
2512,35.52,1,1.3,5,3,67.91,2026-05-13 14:51:57,31.382712413488445
2513,35.22,1,1.7,5,10,75.19,2026-05-13 14:51:57,28.1048011703684
2514,102.59,3,1.7,0,20,168.63,2026-05-13 14:51:57,36.50240170788116
2515,112.85,9,1.6,5,5,217.9,2026-05-13 14:51:57,31.073887104176226
2516,149.58,4,1.2,5,10,234.43,2026-05-13 14:51:57,38.283496139572584
2517,118.35,5,1.7,2,15,209.61,2026-05-13 14:51:57,33.87720051524259
2518,64.71,1,1.7,4,15,113.11,2026-05-13 14:51:57,34.32587746441517
2519,128.27,1,1.5,5,12,191.65,2026-05-13 14:51:57,40.15757891990608
2520,98.78,3,1.7,3,16,161.23,2026-05-13 14:51:57,36.75990820566892
2521,110.28,8,1.9,3,10,218.7,2026-05-13 14:51:57,30.255144032921812
2522,139.39,1,1.8,0,2,212.88,2026-05-13 14:51:57,39.2869222096956
2523,125.87,5,1.7,6,9,208.19,2026-05-13 14:51:57,36.27551755607858
2524,10.41,10,1.0,5,15,99.14,2026-05-13 14:51:57,6.300181561428283
2525,115.02,2,1.0,3,13,179.41,2026-05-13 14:51:57,38.46608327295022
2526,130.04,1,1.0,4,1,187.77,2026-05-13 14:51:57,41.55296373222559
2527,79.61,10,1.4,5,16,175.54,2026-05-13 14:51:57,27.21089210436368
2528,130.84,10,1.8,3,7,258.38,2026-05-13 14:51:57,30.383156591067422
2529,114.16,1,1.6,0,1,173.69,2026-05-13 14:51:57,39.43577638321147
2530,84.73,1,1.1,3,7,125.26,2026-05-13 14:51:57,40.58598115918889
2531,40.42,2,1.9,5,12,101.45,2026-05-13 14:51:57,23.905372104484968
2532,92.41,5,1.2,6,4,165.81,2026-05-13 14:51:57,33.43947892165732
2533,109.15,9,1.4,0,8,208.55,2026-05-13 14:51:57,31.40254135698873
2534,118.26,2,1.3,1,19,190.12,2026-05-13 14:51:57,37.321691563223226
2535,90.25,4,1.0,1,7,156.94,2026-05-13 14:51:57,34.50363196125908
2536,47.97,8,1.6,5,23,140.01,2026-05-13 14:51:57,20.55710306406685
2537,10.13,8,2.0,0,13,95.25,2026-05-13 14:51:57,6.381102362204725
2538,128.16,10,1.6,2,0,233.51,2026-05-13 14:51:57,32.93049548199221
2539,58.03,6,1.9,3,23,138.58,2026-05-13 14:51:57,25.124837638908932
2540,135.9,3,1.6,1,13,213.61,2026-05-13 14:51:57,38.172370207387296
2541,107.55,4,1.6,3,4,176.17,2026-05-13 14:51:57,36.62939206448317
2542,127.49,1,1.3,3,0,191.16,2026-05-13 14:51:57,40.01569365976145
2544,124.7,3,1.8,6,0,203.96,2026-05-13 14:51:57,36.6836634634242
2545,98.8,6,1.5,0,13,187.55,2026-05-13 14:51:57,31.60757131431618
2546,92.28,7,1.2,2,11,185.2,2026-05-13 14:51:57,29.896328293736502
2547,14.1,3,2.0,1,8,69.13,2026-05-13 14:51:57,12.23781281643281
2548,37.15,7,1.5,2,11,107.44,2026-05-13 14:51:57,20.746463142218914
2549,77.65,3,1.5,4,1,149.46,2026-05-13 14:51:57,31.172219991971097
2550,86.9,7,1.0,0,22,160.55,2026-05-13 14:51:57,32.4758642167549
2551,5.67,3,1.6,5,14,66.36,2026-05-13 14:51:57,5.1265822784810124
2552,145.64,9,1.4,2,6,262.28,2026-05-13 14:51:57,33.31706573127955
2553,34.45,7,1.4,5,8,107.83,2026-05-13 14:51:57,19.169062413057592
2554,70.0,2,1.8,3,1,135.11,2026-05-13 14:51:57,31.08578195544371
2555,57.46,7,1.2,2,18,131.15,2026-05-13 14:51:57,26.287457110179183
2556,57.53,3,1.0,3,7,114.35,2026-05-13 14:51:57,30.186270222999564
2557,126.34,4,1.8,1,20,220.55,2026-05-13 14:51:57,34.37043754250737
2558,77.99,1,1.5,6,11,128.69,2026-05-13 14:51:57,36.361799673634316
2559,79.4,3,1.0,2,19,127.65,2026-05-13 14:51:57,37.3207990599295
2560,11.22,7,1.7,6,13,84.25,2026-05-13 14:51:57,7.990504451038577
2561,93.05,2,1.8,2,14,168.18,2026-05-13 14:51:57,33.19657509810917
2562,82.56,9,1.4,5,0,174.52,2026-05-13 14:51:57,28.38413935365574
2563,31.11,1,1.4,4,20,77.76,2026-05-13 14:51:57,24.00462962962963
2564,73.51,10,1.4,0,19,167.3,2026-05-13 14:51:57,26.36341900777047
2565,87.77,6,1.7,1,10,178.81,2026-05-13 14:51:57,29.4513729657178
2566,24.65,10,1.3,0,9,105.28,2026-05-13 14:51:57,14.048252279635259
2567,89.2,2,1.3,2,16,154.36,2026-05-13 14:51:57,34.67219486913708
2568,142.34,4,1.4,2,8,232.0,2026-05-13 14:51:57,36.81206896551724
2569,112.94,10,1.5,4,16,232.96,2026-05-13 14:51:57,29.088255494505493
2570,45.48,7,1.1,1,22,118.69,2026-05-13 14:51:57,22.990984918695762
2571,39.55,4,1.2,3,23,106.0,2026-05-13 14:51:57,22.38679245283019
2572,149.85,3,1.2,0,20,227.46,2026-05-13 14:51:57,39.52782906884727
2573,24.34,6,1.1,4,14,88.68,2026-05-13 14:51:57,16.468200270635993
2574,8.91,5,1.9,5,14,70.4,2026-05-13 14:51:57,7.59375
2575,121.24,7,1.4,1,10,214.78,2026-05-13 14:51:57,33.86907533289878
2576,75.84,10,1.7,2,12,183.24,2026-05-13 14:51:57,24.833005893909625
2577,26.28,9,1.8,1,13,121.97,2026-05-13 14:51:57,12.927769123554972
2578,99.12,1,1.8,6,2,159.5,2026-05-13 14:51:57,37.28652037617555
2579,141.67,3,1.7,4,15,219.14,2026-05-13 14:51:57,38.78890207173497
2580,84.12,6,1.4,5,19,159.24,2026-05-13 14:51:57,31.695553880934437
2581,143.9,4,1.1,1,20,216.3,2026-05-13 14:51:57,39.916782246879336
2582,73.71,9,2.0,1,1,185.75,2026-05-13 14:51:57,23.809421265141317
2583,77.46,4,1.4,1,23,149.29,2026-05-13 14:51:57,31.131355080715387
2584,45.95,7,1.7,5,7,123.88,2026-05-13 14:51:57,22.255408459799806
2585,52.6,3,1.2,4,15,104.08,2026-05-13 14:51:57,30.3228285933897
2586,79.56,8,1.6,3,13,176.03,2026-05-13 14:51:57,27.118104868488327
2587,35.39,7,1.3,0,21,107.35,2026-05-13 14:51:57,19.78015836050303
2588,103.51,2,1.6,6,5,173.76,2026-05-13 14:51:57,35.74240331491713
2589,127.92,1,1.8,0,9,202.4,2026-05-13 14:51:57,37.92094861660079
2590,143.02,1,1.9,6,18,219.12,2026-05-13 14:51:57,39.16210295728368
2591,43.68,10,1.5,0,12,145.6,2026-05-13 14:51:57,18.0
2592,146.35,5,1.3,0,17,242.49,2026-05-13 14:51:57,36.2118025485587
2593,81.73,5,1.8,1,14,171.32,2026-05-13 14:51:57,28.623628297922018
2594,44.35,1,1.9,2,0,89.93,2026-05-13 14:51:57,29.58968086289336
2595,136.93,5,1.8,2,13,234.27,2026-05-13 14:51:57,35.069791266487385
2596,123.55,2,1.4,6,12,182.56,2026-05-13 14:51:57,40.60582822085889
2597,50.23,4,1.5,2,5,123.95,2026-05-13 14:51:57,24.314643001210165
2598,98.5,6,1.3,2,7,185.19,2026-05-13 14:51:57,31.913170257573302
2599,112.39,2,1.1,3,19,165.73,2026-05-13 14:51:57,40.68907258794425
2600,42.42,2,1.8,4,0,96.58,2026-05-13 14:51:57,26.353282253054466
2601,52.17,8,1.7,4,15,133.96,2026-05-13 14:51:57,23.366676619886533
2602,147.42,4,1.6,1,13,236.19,2026-05-13 14:51:57,37.44951098691731
2603,138.81,3,1.2,3,16,204.09,2026-05-13 14:51:57,40.808466852859034
2604,16.85,10,1.8,3,17,119.85,2026-05-13 14:51:57,8.435544430538174
2605,23.47,2,1.5,3,8,73.21,2026-05-13 14:51:57,19.235077175249284
2606,39.51,3,1.9,4,15,109.01,2026-05-13 14:51:57,21.74662874965599
2607,17.3,10,1.6,1,7,103.0,2026-05-13 14:51:57,10.077669902912623
2608,111.55,5,1.3,0,5,185.97,2026-05-13 14:51:57,35.98967575415389
2609,77.38,3,1.5,6,11,133.77,2026-05-13 14:51:57,34.70733348284368
2610,40.1,8,1.6,6,4,131.23,2026-05-13 14:51:57,18.3342223576926
2611,132.6,10,1.9,4,17,259.76,2026-05-13 14:51:57,30.6282722513089
2612,21.82,7,1.6,6,23,99.67,2026-05-13 14:51:57,13.135346643924953
2613,104.12,6,1.4,4,1,190.46,2026-05-13 14:51:57,32.80058804998425
2614,120.21,7,1.6,3,7,215.05,2026-05-13 14:51:57,33.539176935596366
2615,94.23,8,1.4,1,9,183.75,2026-05-13 14:51:57,30.768979591836736
2616,24.75,4,1.5,0,21,87.11,2026-05-13 14:51:57,17.047411319021926
2617,143.81,8,1.3,2,1,255.53,2026-05-13 14:51:57,33.76746370289203
2618,106.01,10,1.1,0,19,201.05,2026-05-13 14:51:57,31.6369062422283
2619,129.14,9,1.5,2,3,239.38,2026-05-13 14:51:57,32.368618932241624
2620,10.62,3,1.7,4,20,57.48,2026-05-13 14:51:57,11.085594989561587
2621,110.92,7,1.3,3,12,202.65,2026-05-13 14:51:57,32.84085862324204
2622,127.64,6,1.9,4,13,218.54,2026-05-13 14:51:57,35.043470302919374
2623,36.23,8,1.3,2,14,107.03,2026-05-13 14:51:57,20.310193403718582
2624,80.71,9,1.3,4,9,168.09,2026-05-13 14:51:57,28.809566303765838
2625,129.67,2,1.3,3,17,196.54,2026-05-13 14:51:57,39.58583494454055
2626,76.75,5,1.2,3,6,145.21,2026-05-13 14:51:57,31.712691963363405
2627,72.49,10,1.4,0,7,175.93,2026-05-13 14:51:57,24.722332745978512
2628,79.36,3,1.1,3,3,147.38,2026-05-13 14:51:57,32.30831863210748
2629,56.5,1,1.3,5,19,103.55,2026-05-13 14:51:57,32.73780782230806
2630,88.47,10,1.6,6,23,204.17,2026-05-13 14:51:57,25.998922466571976
2631,124.72,9,1.9,3,18,240.32,2026-05-13 14:51:57,31.13848202396804
2632,92.34,1,1.9,3,2,162.83,2026-05-13 14:51:57,34.02567094515752
2633,71.61,10,1.7,0,6,173.62,2026-05-13 14:51:57,24.747148945973965
2634,117.35,4,1.9,6,20,196.7,2026-05-13 14:51:57,35.7956278596848
2635,93.82,9,1.1,2,20,193.82,2026-05-13 14:51:57,29.04344236920854
2636,70.03,5,1.3,6,1,143.01,2026-05-13 14:51:57,29.381162156492557
2637,90.89,7,1.9,5,11,195.66,2026-05-13 14:51:57,27.87181846059491
2638,85.5,8,1.1,6,15,171.03,2026-05-13 14:51:57,29.994737765304336
2639,140.07,5,1.0,1,3,213.2,2026-05-13 14:51:57,39.41932457786116
2640,47.68,1,1.4,3,11,89.49,2026-05-13 14:51:57,31.967817633255116
2641,49.5,10,1.5,6,13,150.44,2026-05-13 14:51:57,19.7420898697155
2642,34.28,2,1.3,0,4,77.2,2026-05-13 14:51:57,26.642487046632127
2643,95.32,1,2.0,6,4,154.57,2026-05-13 14:51:57,37.00071165167885
2644,18.98,4,1.4,3,15,66.93,2026-05-13 14:51:57,17.01479157328552
2645,109.88,4,1.1,0,15,185.07,2026-05-13 14:51:57,35.623277678716164
2646,68.52,7,2.0,3,0,166.58,2026-05-13 14:51:57,24.680033617481087
2647,98.76,2,1.9,1,11,164.9,2026-05-13 14:51:57,35.934505761067314
2648,9.66,10,1.3,4,1,98.97,2026-05-13 14:51:57,5.856320096999091
2649,136.39,9,1.5,6,5,243.98,2026-05-13 14:51:57,33.54127387490777
2650,119.26,5,1.0,4,20,194.93,2026-05-13 14:51:57,36.70856204791464
2651,111.33,10,1.7,3,17,232.84,2026-05-13 14:51:57,28.688369695928532
2652,89.64,1,1.6,3,19,151.29,2026-05-13 14:51:57,35.55026769779893
2653,32.13,7,1.9,1,17,109.74,2026-05-13 14:51:57,17.566976489885185
2654,51.03,6,1.2,1,8,121.64,2026-05-13 14:51:57,25.170996382768827
2655,71.98,2,1.4,2,3,121.32,2026-05-13 14:51:57,35.598417408506435
2656,40.29,1,1.2,5,21,85.97,2026-05-13 14:51:57,28.11911131790159
2657,48.02,5,1.7,1,12,117.59,2026-05-13 14:51:57,24.502083510502594
2658,12.05,6,1.6,3,21,79.87,2026-05-13 14:51:57,9.05220984099161
2659,5.76,5,1.1,2,23,53.08,2026-05-13 14:51:57,6.510926902788245
2660,95.74,10,1.5,0,14,206.96,2026-05-13 14:51:57,27.75608813297255
2661,110.48,5,1.6,3,19,195.83,2026-05-13 14:51:57,33.84976765561967
2662,129.64,8,1.3,5,23,222.27,2026-05-13 14:51:57,34.99527601565663
2663,52.63,6,1.4,4,1,117.93,2026-05-13 14:51:57,26.776901551768
2664,102.06,8,1.0,0,0,185.87,2026-05-13 14:51:57,32.945607144778606
2665,100.99,10,1.3,2,22,210.35,2026-05-13 14:51:57,28.8062752555265
2666,72.52,1,1.5,5,9,121.43,2026-05-13 14:51:57,35.83299020011528
2667,126.86,5,1.5,0,4,213.22,2026-05-13 14:51:57,35.698339742988466
2668,32.7,7,1.1,3,1,98.35,2026-05-13 14:51:57,19.949161159125573
2669,90.26,1,1.4,2,16,153.52,2026-05-13 14:51:57,35.27618551328817
2670,41.46,5,1.5,6,9,100.82,2026-05-13 14:51:57,24.673675857964692
2671,69.22,2,2.0,2,12,137.04,2026-05-13 14:51:57,30.306479859894925
2672,124.66,10,1.8,6,19,250.63,2026-05-13 14:51:57,29.84319514822647
2673,46.5,4,2.0,6,1,122.43,2026-05-13 14:51:57,22.788532222494485
2674,41.98,4,1.1,3,19,98.61,2026-05-13 14:51:57,25.543048372376024
2675,149.4,6,1.6,6,1,246.53,2026-05-13 14:51:57,36.36068632620777
2676,65.72,1,1.1,4,8,112.67,2026-05-13 14:51:57,34.997781130735774
2677,103.64,3,1.4,4,10,163.65,2026-05-13 14:51:57,37.99816681943172
2678,117.0,3,1.8,5,2,199.6,2026-05-13 14:51:57,35.170340681362724
2679,81.66,9,1.4,1,9,176.32,2026-05-13 14:51:57,27.788112522686024
2680,83.62,1,1.9,3,19,152.74,2026-05-13 14:51:57,32.84797695430142
2681,73.84,7,1.7,0,21,153.3,2026-05-13 14:51:57,28.900195694716242
2682,51.19,8,1.2,5,22,131.95,2026-05-13 14:51:57,23.276998863205762
2683,139.11,2,2.0,4,12,225.31,2026-05-13 14:51:57,37.044960276951755
2684,69.88,7,1.1,3,22,151.64,2026-05-13 14:51:57,27.649696649960436
2685,61.75,7,1.3,3,1,136.58,2026-05-13 14:51:57,27.126958559086248
2686,60.27,2,1.2,1,13,106.69,2026-05-13 14:51:57,33.89446058674665
2687,146.16,8,1.5,6,9,261.01,2026-05-13 14:51:57,33.598712693000266
2688,48.9,1,1.1,3,9,95.96,2026-05-13 14:51:57,30.575239683201335
2689,122.22,1,1.4,3,8,177.93,2026-05-13 14:51:57,41.213960546282244
2690,94.62,5,1.9,6,15,181.36,2026-05-13 14:51:57,31.303484781649757
2691,72.3,2,1.3,3,19,125.7,2026-05-13 14:51:57,34.510739856801905
2692,135.93,8,1.6,1,23,231.13,2026-05-13 14:51:57,35.28663522692857
2693,60.11,1,1.9,0,18,107.94,2026-05-13 14:51:57,33.4130072262368
2694,48.01,5,1.3,1,3,119.48,2026-05-13 14:51:57,24.10947438901908
2695,100.92,7,1.9,0,0,198.54,2026-05-13 14:51:57,30.49864007252947
2696,63.24,9,1.4,0,18,166.34,2026-05-13 14:51:57,22.811109775159313
2697,98.31,2,1.4,0,21,150.16,2026-05-13 14:51:57,39.28209909429941
2698,125.85,7,2.0,5,21,225.23,2026-05-13 14:51:57,33.525729254539804
2699,81.26,7,1.9,5,9,180.94,2026-05-13 14:51:57,26.945948933348074
2700,83.34,1,1.3,2,16,128.9,2026-05-13 14:51:57,38.79286268425136
2701,33.3,5,1.8,1,4,108.52,2026-05-13 14:51:57,18.411352746037597
2702,137.61,2,1.2,2,2,200.82,2026-05-13 14:51:57,41.11443083358232
2703,128.04,6,1.3,6,0,221.4,2026-05-13 14:51:57,34.699186991869915
2704,117.47,8,1.1,3,16,203.74,2026-05-13 14:51:57,34.59409050750957
2705,24.49,10,1.1,3,13,108.7,2026-05-13 14:51:57,13.517939282428701
2706,37.52,8,1.3,2,0,112.34,2026-05-13 14:51:57,20.039166815025816
2707,75.02,4,1.3,0,10,148.44,2026-05-13 14:51:57,30.32336297493937
2708,135.41,2,1.7,4,10,202.28,2026-05-13 14:51:57,40.165117658690924
2709,87.1,5,1.3,1,18,161.16,2026-05-13 14:51:57,32.42740134028295
2710,19.48,7,1.9,3,4,104.83,2026-05-13 14:51:57,11.149480110655348
2711,43.68,1,1.8,2,6,84.93,2026-05-13 14:51:57,30.858353938537615
2712,21.49,6,1.6,4,11,83.91,2026-05-13 14:51:57,15.366464068644976
2713,87.28,8,1.5,6,20,172.73,2026-05-13 14:51:57,30.31783708678284
2714,126.93,5,1.1,5,0,212.97,2026-05-13 14:51:57,35.759966192421466
2715,67.54,5,1.4,6,14,133.6,2026-05-13 14:51:57,30.332335329341323
2716,58.44,2,1.1,4,19,109.47,2026-05-13 14:51:57,32.03069334064127
2717,71.53,10,2.0,0,18,182.86,2026-05-13 14:51:57,23.47041452477305
2718,11.95,3,1.3,5,6,57.31,2026-05-13 14:51:57,12.510905601116733
2719,76.75,9,1.1,1,6,171.31,2026-05-13 14:51:57,26.881092755822774
2720,34.58,1,1.8,0,0,85.06,2026-05-13 14:51:57,24.392193745591346
2721,92.88,10,1.9,2,20,197.07,2026-05-13 14:51:57,28.27827675445273
2722,44.0,2,1.7,1,19,100.08,2026-05-13 14:51:57,26.378896882494004
2723,65.33,7,1.4,5,14,149.84,2026-05-13 14:51:57,26.159903897490658
2724,30.48,8,1.2,0,12,102.8,2026-05-13 14:51:57,17.78988326848249
2725,78.58,3,1.5,6,22,141.39,2026-05-13 14:51:57,33.34606407808191
2726,149.79,3,1.5,2,8,238.15,2026-05-13 14:51:57,37.738400167961366
2727,63.65,7,2.0,3,1,156.0,2026-05-13 14:51:57,24.48076923076923
2728,135.02,8,1.6,2,12,230.84,2026-05-13 14:51:57,35.09443770577023
2729,64.63,4,1.4,0,15,138.7,2026-05-13 14:51:57,27.958183129055517
2730,40.99,1,1.8,2,5,83.52,2026-05-13 14:51:57,29.446839080459775
2731,83.0,2,1.5,0,8,138.11,2026-05-13 14:51:57,36.05821446672942
2732,88.9,1,1.6,6,17,142.16,2026-05-13 14:51:57,37.52110298255487
2733,110.63,10,1.3,1,6,222.48,2026-05-13 14:51:57,29.835490830636463
2734,81.15,3,1.2,2,23,138.39,2026-05-13 14:51:57,35.18317797528724
2735,35.71,1,1.4,0,17,73.53,2026-05-13 14:51:57,29.139126886984904
2736,148.32,10,1.9,5,2,263.31,2026-05-13 14:51:57,33.797425088298965
2737,125.9,5,1.1,0,4,197.29,2026-05-13 14:51:57,38.28881342186629
2738,13.14,2,1.6,6,1,65.58,2026-05-13 14:51:57,12.021957913998172
2739,55.32,1,1.7,6,7,106.85,2026-05-13 14:51:57,31.064108563406645
2740,146.11,5,1.8,0,16,247.9,2026-05-13 14:51:57,35.363453005244054
2742,71.17,10,1.0,3,9,174.11,2026-05-13 14:51:57,24.525874447188556
2743,66.8,9,1.8,3,5,161.92,2026-05-13 14:51:57,24.75296442687747
2744,75.88,9,1.8,3,13,180.28,2026-05-13 14:51:57,25.25404925671178
2745,22.25,8,1.9,1,18,111.87,2026-05-13 14:51:57,11.93349423437919
2746,30.23,5,1.4,0,2,89.78,2026-05-13 14:51:57,20.202717754511028
2747,28.07,10,1.9,3,8,117.64,2026-05-13 14:51:57,14.316558993539612
